,movie_id,title,tags
763,17332,The Soloist,"drama newspap cello music violin losangel robertdowneyjr. jamiefoxx catherinekeen nelsanelli michaelbunin tomholland lisagayhamilton rachaelharri stephenroot lorrainetoussaint joewright a lo angel journalist befriend a homeless juilliard-train musician, while look for a new articl for the paper. thesoloist life ha a mind of it own"
767,11679,xXx: State of the Union,"action adventur crime drama mysteri thriller washingtond.c. helicopt usapresid gener coupd'etat militaryprison coup agent insurg secretaryofdefens potu icecub samuell.jackson willemdafo scottspeedman peterstrauss xzibit michaelroof sunnymabrey nonagay johng.connolli leetamahori ice cube star as dariu stone, a thrill-seek troublemak whose crimin record and extrem sport obsess make him the perfect candid to be the newest xxx agent. he must save the u.s. govern from a deadli conspiraci led by five-star gener and secretari of defens georg deckert (play by willem dafoe). xxx:stateoftheunion prepar for the next level"
768,38321,Priest,"action sciencefict fantasi thriller horror vampir crucifixion post-apocalypt dystopia vampirehunt disobey niec darkhero paulbettani karlurban camgigandet maggieq lilycollin stephenmoy mädchenamick braddourif christopherplumm alandal scottstewart in an altern world, human and vampir have war for centuries. after the last vampir war, the veteran warrior priest live in obscur with other human insid one of the church' wall cities. when the priest' niec is kidnap by vampires, the priest break hi vow to hunt them down. he is accompani by the niece' boyfriend, who is a wasteland sheriff, and a former warrior priestess. priest vampir killer"
776,137321,Winter's Tale,"drama fantasi mysteri romanc basedonnovel colinfarrel jessicabrownfindlay russellcrow williamhurt jenniferconnelli willsmith grahamgreen mattbom kevindurand evamariesaint akivagoldsman a burglar fall for an heiress as she die in hi arms. when he learn that he ha the gift of reincarnation, he set out to save her. winter'stal thi is not a true story. thi is true love."
777,123553,The Mortal Instruments: City of Bones,"action adventur drama mysteri romanc fantasi angel vampir werewolf warlock downworld shadowhunt demonhunt basedonyoungadultnovel lilycollin jamiecampbellbow kevinzeg jemimawest robertsheehan lenaheadey jaredharri aidanturn godfreygao robertmaillet haraldzwart in new york city, clari fray, a seemingli ordinari teenager, learn that she is descend from a line of shadowhunt — half-angel warrior who protect human from evil forces. after her mother disappears, clari join forc with a group of shadowhunt and enter downworld, an altern realm fill with demons, vampires, and a host of other creatures. clari and her companion must find and protect an ancient cup that hold the key to her mother' future. themortalinstruments:cityofbon you have been chosen"
778,11260,Meet Dave,"comedi sciencefict adventur famili newyork captain starship newlov earth friendship crew carcrash space alien surviv planet duringcreditssting eddiemurphi elizabethbank gabrielleunion scottcaan edhelm kevinhart patkilban judahfriedland marcbluca jimturn brianrobbin a crew of miniatur alien oper a spaceship that ha a human form. while tri to save their planet, the alien encount a new problem, as their ship becom smitten with an earth woman. meetdav there' a whole other world go on insid of him."
781,2309,Inkheart,"adventur famili fantasi book fairytal eavesdrop adventur writer'sblock brendanfras siennaguillori andyserki elizabennett paulbettani jimbroadb helenmirren mattk rafigavron marnixvandenbroek iainsoftley the adventur of a father and hi young daughter, in their search for a long lost book that will help reunit a missing, close relative. inkheart everi stori ever written is just wait to becom real."
782,8285,The Spirit,"action comedi thriller crime sciencefict secretident robber mask frog basedoncomicstrip backfromthedead gabrielmacht scarlettjohansson samuell.jackson evamend pazvega jaimek danlauria sarahpaulson stanakat frankmil frankmil down these mean street a man must come. a hero born, murdered, and born again. when a rooki cop name denni colt return from the beyond as the spirit, a hero whose mission is to fight against the bad forc from the shadow of central city, the octopu who kill anyon unfortun enough to see hi face who ha other plans. he' go to wipe out the entir city. thespirit i'm gonna kill you all kind of dead."
783,210860,Mortdecai,"comedi adventur basedonnovel paint debt artdeal stolenpaint johnnydepp gwynethpaltrow ewanmcgregor paulbettani oliviamunn jeffgoldblum jonnypasvolski michaelculkin ulrichthomsen alecutgoff davidkoepp art dealer, charl mortdecai, search for a stolen paint rumor to contain a secret code that gain access to hidden nazi gold. mortdecai sophist ha a name."
784,2312,In the Name of the King: A Dungeon Siege Tale,"adventur fantasi action drama fictionalplac monster lossoffamili newlov hero loveofone'slif magic fairytal villain kingdom enchant badpow son heirtothethron motherlylov wizardri reveng royalti famili basedonvideogam mediev jasonstatham johnrhys-davi rayliotta leeleesobieski burtreynold ronperlman brianj.whit kristannaloken matthewlillard claireforlani uwebol a man name farmer set out to rescu hi kidnap wife and aveng the death of hi son -- two act commit by the krugs, a race of animal-warrior who are control by the evil gallian. inthenameoftheking:adungeonsiegetal rise and fight"
788,293660,Deadpool,"action adventur comedi antihero mercenari marvelcom superhero basedoncomicbook breakingthefourthwal aftercreditssting duringcreditssting selfheal ryanreynold morenabaccarin edskrein t.j.miller ginacarano leslieuggam briannahildebrand karansoni jedre stefankapičić timmil deadpool tell the origin stori of former special forc oper turn mercenari wade wilson, who after be subject to a rogu experi that leav him with acceler heal powers, adopt the alter ego deadpool. arm with hi new abil and a dark, twist sens of humor, deadpool hunt down the man who nearli destroy hi life. deadpool wit the begin of a happi end"
790,190859,American Sniper,"war action sniper biographi iraq navys u.s.soldi bradleycoop siennamil kylegalln colekoni benre eliserobertson lukesunshin troyvinc brandonsalgadot chancekelli clinteastwood u.s. navi seal chri kyle take hi sole mission—protect hi comrades—to heart and becom one of the most lethal sniper in american history. hi pinpoint accuraci not onli save countless live but also make him a prime target of insurgents. despit grave danger and hi struggl to be a good husband and father to hi famili back in the states, kyle serv four tour of duti in iraq. however, when he final return home, he find that he cannot leav the war behind. americansnip the most lethal sniper in u.s. history."
791,257445,Goosebumps,"adventur horror comedi basedonnovel magic fantasi werewolf famili ventriloquistdummi bookcomestolif 3d jackblack dylanminnett odeyarush amyryan jillianbel ryanle kenmarino halstonsag kumailnanjiani timothysimon robletterman a teenag team up with the daughter of young adult horror author r.l. stine after the writer' imaginari demon are set free on the town of madison, delaware. goosebump the stori are alive."
793,889,The Flintstones in Viva Rock Vegas,"sciencefict comedi famili romanc waitress marriagepropos flirt stoneag bestfriend dinosaur markaddi stephenbaldwin kristenjohnston janekrakowski joancollin thomasgibson harveykorman alancum johntaylor alexmenes brianlev the flintston are at it again. the flintston and the rubbl head for rock vega with fred hope to court the love wilma. noth will stand in the way of love, except for the conniv chip rockefel who is the playboy born in baysvil but who ha made it in the cutthroat town of rock vegas. will fred win wilma' love? theflintstonesinvivarockvega get readi to rock!"
795,4942,Leatherheads,"comedi romanc drama americanfootbal sportsteam stadium hero success sponsorship polic game coach womanreport thebiggam georgeclooney renéezellweg johnkrasinski wayneduval stephenroot jonathanpryc jackthompson maxcasella mattbushel nickpaonessa georgeclooney a light heart comedi about the begin of profession american football. when a decor war hero and colleg all star is tempt into play profession football. everyon see the chanc to make some big money, but when a report dig up some dirt on the war hero... everyon could lose out. leatherhead if love is a game, who'll make the first pass?"
798,116741,The Internship,comedi jobinterview lossofjob intern referencetogoogl newjob laidoff transamericapyramid owenwilson vincevaughn rosebyrn maxminghella aasifmandvi joshbren dylano'brien tiyasircar tobitraphael joshgad shawnlevi two recent laid-off men in their 40 tri to make it as intern at a success internet compani where their manag are in their 20s. theinternship hire them wa a brilliant mistake.
799,35791,Resident Evil: Afterlife,"action adventur horror sciencefict post-apocalypt dystopia undead biohazard evilcorpor residentevil zombi basedonvideogam duringcreditssting 3d millajovovich wentworthmil alilart kimcoat kaceyclark shawnrobert sergioperis-mencheta boriskodjo siennaguillori spencerlock paulw.s.anderson in a world ravag by a viru infection, turn it victim into the undead, alic continu on her journey to find survivor and lead them to safety. her deadli battl with the umbrella corpor reach new heights, but alic get some unexpect help from an old friend. a new lead that promis a safe haven from the undead take them to lo angeles, but when they arriv the citi is overrun by thousand of undead - and alic and her comrad are about to step into a deadli trap. residentevil:afterlif she' back...and she' bring a few of her friends."
800,72431,Red Tails,"drama action adventur histori war worldwarii fighterpilot fighterplan bryancranston davidoyelowo cubagoodingjr. danielaruah terrencehoward andreroyo robertkazinski leetergesen matthewleitch michaelb.jordan anthonyhemingway the stori of the tuskege airmen, the first african-american pilot to fli in a combat squadron dure world war ii. redtail high-octan action and dare dogfights!"
802,87428,That's My Boy,"comedi deadbeatdad cheatingfiancé teacherstudentsex brothersisterincest adamsandl susansarandon evaamurrimartino leightonmeest andysamberg danpatrick jamescaan vanillaic toddbridg willfort seanand while in hi teens, donni father a son, todd, and rais him as a singl parent up until todd' 18th birthday. now, after not see each other for years, todd' world come crash down when donni resurfac just befor todd' wedding. that'smyboy the stori of a child… and hi son."
804,10589,After the Sunset,"action comedi crime drama bahama masterthief crookcoupl piercebrosnan salmahayek woodyharrelson troygar russellhornsbi rexlinn michaelbowen markmos chrispenn obbababatundé brettratn two master thiev (brosnan and hayek) are final retir after one last succes mission. resid in their own tropic paradise, their old nemesis, fbi agent stan p. lloyd show up to make sure they realli are retired. dock in the port is an ocean liner call the ""diamond cruise"" and stan is convinc that they'r not realli retir at all, and that thi is the next set up. afterthesunset who will walk away?"
805,71676,Ghost Rider: Spirit of Vengeance,"action fantasi thriller monk easterneurop skeleton biker marvelcom superhero motorcycl devil darkhero ghostrid nicolascag ciaránhind violanteplacido fergusriordan johnnywhitworth christopherlambert idriselba anthonystewarthead spencerwild jacekkoman briantaylor when the devil resurfac with aim to take over the world in human form, johnni blaze reluctantli come out of hide to transform into the flame-spew supernatur hero ghost rider -- and rescu a 10-year-old boy from an unsavori end. ghostrider:spiritofveng he ride again."
807,10022,The Pacifier,action comedi drama famili thriller bodybuild children bodyguard scientist famili u.s.soldi deathofhusband malenanni vindiesel laurengraham faithford chrispott brittanysnow morganyork maxthieriot bradgarrett carolkan tatedonovan adamshankman disgrac navi seal shane wolf is hand a new assignment: protect the five plummer kid from enemi of their recent deceas father -- a govern scientist whose top-secret experi remain hidden in the kids' house. thepacifi welcom to the infantry.
810,6477,Alvin and the Chipmunks,"comedi music famili fantasi anim pop popstar recordproduc surpris approach forest music concert friendship perform chipmunk talkinganim songwrit talkingtoanim duringcreditssting jasonle davidcross cameronrichardson janelynch justinlong matthewgraygubl jessemccartney veronicaalicino allisonkarman tiarapark timhil a struggl songwrit name dave sevil find success when he come across a trio of sing chipmunks: mischiev leader alvin, braini simon, and chubby, impression theodore. alvinandthechipmunk get your squeak on!"
818,109424,Captain Phillips,"action drama thriller ship hijack somalia fisherman blood poverti pirat terror commando hijack cargoship shipcaptain shiphijack somali commandounit tomhank catherinekeen maxmartini chrismulkey yulvazquez coreyjohnson davidwarshofski johnmagaro michaelchernu barkhadabdi paulgreengrass the true stori of captain richard phillip and the 2009 hijack by somali pirat of the us-flag mv maersk alabama, the first american cargo ship to be hijack in two hundr years. captainphillip out here surviv is everything."
819,35056,Date Night,"comedi date corrupt taxi expensiverestaur wifehusbandrelationship gun boat taxidriv document restaur roof marriedcoupl politician stripper shoot thief carcrash steal mistakenident policecorrupt aftercreditssting duringcreditssting tinafey stevecarel markwahlberg tarajip.henson jimmisimpson williamfichtn leightonmeest kristenwiig jamesfranco milakuni shawnlevi phil and clair foster fear that their mild-mann relationship may be fall into a stale rut. dure their weekli date night, their dinner reserv lead to their be mistaken for a coupl of thiev – and now a number of unsavouri charact want phil and clair killed. datenight one ordinari couple. one littl white lie."
828,24,Kill Bill: Vol. 1,"action crime japan coma martialart kungfu underworld yakuza sword bride reveng gore femaleyakuza blood wed samuraisword partanim umathurman lucyliu vivicaa.fox darylhannah davidcarradin michaelmadsen juliedreyfu chiakikuriyama sonnychiba gordonliuchia-hui quentintarantino an assassin is shot at the altar by her ruthless employer, bill and other member of their assassin circl – but 'the bride' live to plot her vengeance. set out for some payback, she make a death list and hunt down those who wrong her, save bill for last. killbill:vol.1 go for the kill."
836,1729,The Forbidden Kingdom,"action adventur fantasi tempel shaolin teenag urin staff warrior monkeyk jackiechan jetli michaelangarano liuyifei libingb collinch morganbenoit thomasmcdonel jackposobiec juanacollignon robminkoff an american teenag who is obsess with hong kong cinema and kung-fu classic make an extraordinari discoveri in a chinatown pawnshop: the legendari stick weapon of the chines sage and warrior, the monkey king. with the lost relic in hand, the teenag unexpectedli find himself travel back to ancient china to join a crew of warrior from martial art lore on a danger quest to free the imprison monkey king. theforbiddenkingdom the battl for etern is the fantasi of a lifetime."
839,8818,Evita,"histori drama music prostitut deific dancehallhostess perónism argentinepresid risetopow singingnarr soccerbal madonna antoniobandera jonathanpryc jimmynail victoriasu julianlittman olgamerediz laurapalla juliaworsley maríalujánhidalgo alanpark the hit music base on the life of evita duarte, a b-movi argentinian actress who eventu becam the wife of argentinian presid and dictat juan perón, and the most belov and hate woman in argentina. evita the most anticip motion pictur event of the year"
842,116149,Paddington,"famili comedi england trainstat basedonnovel bear anthropomorph talkingtoanim children'sbook nicolekidman petercapaldi benwhishaw michaelgambon imeldastaunton sallyhawkin juliewalt hughbonnevil jimbroadb mattluca paulk a young peruvian bear with a passion for all thing british travel to london in search of a home. find himself lost and alon at paddington station, he begin to realiz that citi life is not all he had imagin - until he meet the kindli brown family, who read the label around hi neck ('pleas look after thi bear. thank you.') and offer him a temporari haven. it look as though hi luck ha chang until thi rarest of bear catch the eye of a museum taxidermist... paddington the adventur begin"
847,13260,Semi-Pro,"comedi sport basketbal flintmichigan nba merger trade garbagecan canon ramp championship deadpar willferrel mauratierney woodyharrelson davidkoechn willarnett andrébenjamin andyricht robcorddri timmeadow jackieearlehaley kentalterman jacki moon is the owner, promoter, coach, and star player of the flint michigan tropic of the american basketbal associ (aba). in 1976 befor the aba collapses, the nation basketbal associ (nba) plan to merg with the best team of the aba at the end of the season. onli the top four team will make the move and the worst team will fold. the tropic are the worst team in the leagu and if they want to make it to the nba, jacki moon must ralli hi team and start winning. the onli problem is the fact that jacki moon is not realli the coach and star basketbal player he think he is. to keep hi team from oblivion and leav hi mark in the city, jacki moon must inspir hi team to win fourth place in the playoffs. semi-pro put the funk into the dunk."
849,3580,Changeling,"crime drama mysteri corrupt mother nuditi minist power public govern polic reunion murder conspiraci losangel miss motherlov critic angelinajoli jeffreydonovan johnmalkovich geoffpierson amyryan gattlingriffith michellegunn frankwood colmfeor michaelkelli clinteastwood christin collin is overjoy when her kidnap son is brought back home. but when christin suspect that the boy return to her isn't her child, the polic captain ha her commit to an asylum. changel to find her son, she did what no one els dared."
857,19724,Imagine That,"comedi eddiemurphi thomashadenchurch yarashahidi ronnycox stephenrannazzisi nicolearipark deraydavi martinsheen timmsharp danielpolo kareykirkpatrick a financi execut who can't stop hi career downspir is invit into hi daughter' imaginari world, where solut to hi problem await. imaginethat what if your daughter' imagination... wa the secret to your success?"
860,42297,Burlesque,"drama romanc music losangel burlesqu burlesquedanc cher christinaaguilera ericdan camgigandet juliannehough alancum petergallagh kristenbel stanleytucci diannaagron steveantin the burlesqu loung ha it best day behind it. tess, a retir dancer and owner of the venue, struggl to keep the age theater alive, face all kind of financi and artist challenges. with the lounge' troup member becom increasingli distract by person problem and a threat come from a wealthi businessman' quest to buy the spot from tess, the good fortun seem to have abandon the club altogether. meanwhile, the life of ali, a small-town girl from iowa, is about to chang dramatically. hire by tess as a waitress at the lounge, ali escap a hollow past and quickli fall in love with the art of burlesque. back by newfound friend amongst the theater' crew, she manag to fulfil her dream of be on stage herself. thing take a dramat turn though when ali' big voic make her becom the main attract of the revu burlesqu it take a legend... to make a star"
864,36586,Blade II,"fantasi horror action thriller katana mutat vampir silver superhero tragicvillain brokenneck lasersight violenc explodingbodi blade subjectivecamera torsocutinhalf reaper brokenwrist razorblad shotthroughadoor swordduel burntfac wesleysnip kriskristofferson ronperlman leonorvarela normanreedu thomaskretschmann lukegoss mattschulz dannyjohn-jul donnieyen guillermodeltoro a rare mutat ha occur within the vampir commun - the reaper. a vampir so consum with an insati bloodlust that they prey on vampir as well as humans, transform victim who are unlucki enough to surviv into reaper themselves. blade is ask by the vampir nation for hi help in prevent a nightmar plagu that would wipe out both human and vampires. bladeii faster. sharper. deadlier."
865,11321,Seven Pounds,drama vegetarian taxcollector pianist blind organtranspl bloodtyp willsmith rosariodawson sarahjanemorri woodyharrelson michaeleali connorcruis barrypepp elpidiacarrillo robinnele joenunez gabrielemuccino an ir agent with a fate secret embark on an extraordinari journey of redempt by forev chang the live of seven strangers. sevenpound seven names. seven strangers. one secret.
867,242,The Godfather: Part III,"crime drama thriller itali christian newyork assassin italo-american vatican pope confess helicopt daughter lawyer alpacino dianekeaton andygarcía taliashir sofiacoppola eliwallach joemantegna georgehamilton bridgetfonda rafvallon francisfordcoppola in the midst of tri to legitim hi busi deal in 1979 new york and italy, age mafia don, michael corleon seek forgiv for hi sin while take a young proteg under hi wing. thegodfather:partiii all the power on earth can't chang destiny."
869,1819,"You, Me and Dupree","comedi romanc roommat loveofone'slif newlyw katehudson owenwilson mattdillon michaeldougla sethrogen amandadetm ralpht toddstashwick billhad lancearmstrong anthonyrusso after stand in as best man for hi longtim friend carl petersen, randi dupre lose hi job, becom a barfli and attach himself to the newlyw coupl almost perman -- as their houseguest. but the longer dupre camp out on their couch, the closer he get to carl' bride, molly, leav the frustrat groom wonder when hi pal will be move out. you,meanddupre two' company. dupree' a crowd."
871,8046,Gigli,"drama newyork mentallydis kidnap blackmail missionofmurd lover lesbian mobster benaffleck jenniferlopez justinbartha lainiekazan lennyvenito missycrid alpacino christopherwalken terrycamilleri davidbacku martinbrest gigli is order to kidnap the psycholog challeng younger brother of a power feder prosecutor. when plan go awry, gigli' boss send in ricki, a gorgeou free-spirit femal gangster who ha her own set of order to assist with the kidnapping. but gigli begin fall for the decidedli unavail ricki, which could be a hazard to hi occupation. gigli life doesn't play by the rules."
872,1717,All the King's Men,drama thriller corrupt journalist basedonnovel blackmail manipul bodyguard louisiana scandal power governor polit tragedi mistress aristocrat seanpenn judelaw katewinslet jamesgandolfini patriciaclarkson markruffalo anthonyhopkin kathybak jackieearlehaley travischampagn stevenzaillian the stori of an idealist' rise to power in the world of louisiana polit and the corrupt that lead to hi ultim downfall. base on the1946 pulitz prize-win novel written by robert penn warren. alltheking'smen some peopl will do anyth to gain power. some will do anyth to keep it.
882,1950,Lucky You,drama romanc poker sport lasvega ericbana drewbarrymor robertduval debramess robertdowneyjr. phyllissomervil horatiosanz michaelshannon curtishanson a profession poker player whose astound luck at the tabl fail to translat into hi lonesom love life attempt to win the world seri of poker while simultan earn the affect of a beauti la vega singer. luckyy chang your game. chang your life.
883,640,Catch Me If You Can,"drama crime conman biographi fbiagent overheadcamerashot attemptedjailbreak engagementparti mislaidtrust bankfraud inspiredbyatruestori leonardodicaprio tomhank christopherwalken martinsheen nathaliebay amyadam jamesbrolin brianhow frankjohnhugh steveeastin stevenspielberg a true stori about frank abagnal jr. who, befor hi 19th birthday, success con million of dollar worth of check as a pan am pilot, doctor, and legal prosecutor. an fbi agent make it hi mission to put him behind bars. but frank not onli elud capture, he revel in the pursuit. catchmeifyoucan the true stori of a real fake."
884,97630,Zero Dark Thirty,"thriller drama histori assassin cia hotel terrorist prison cardeal mossad van iraq pakistan osamabinladen manhunt navys fword femaleprotagonist gunfight raid violenc textmessag monkey dog specialforc tiedup militari area51 terroristgroup tortur womandirector alqaeda prisoncamp watertortur suicidebomb 21stcenturi exspecialforc post9/11 helicoptercrash islamabad jessicachastain jasonclark markstrong joeledgerton chrispratt kylechandl edgarramírez markduplass scottadkin jenniferehl kathrynbigelow a chronicl of the decade-long hunt for al-qaeda terrorist leader osama bin laden after the septemb 2001 attacks, and hi death at the hand of the navi s.e.a.l. team 6 in may, 2011. zerodarkthirti the greatest manhunt in histori"
885,9767,The Break-Up,"romanc comedi bowl chicago americanfootbal flat basebal newlov tourguid break-up artgalleri argument pooltabl watchingtv ex-boyfriendex-girlfriendrelationship dinnerparti condominium vincevaughn jenniferaniston joeylaurenadam colehaus jonfavreau jasonbateman judydavi justinlong ivansergei johnmichaelhiggin peytonre cohabit coupl gari and brook find their once-bliss romanc on the rock when petti spat about lemon and dirti dish mushroom into an all-out battl for custodi of their upscal chicago condo. an escal argument ensu as gari and brook continu to live under the same roof, all while cook up scheme to drive each other off the premises. thebreak-up . . . pick a side."
887,32856,Valentine's Day,"comedi romanc flower marriedcoupl florist kiss singl valentin valentine'sday multiplestorylin aftercreditssting duringcreditssting jessicaalba jessicabiel bradleycoop ericdan patrickdempsey héctorelizondo jamiefoxx jennifergarn tophergrac annehathaway garrymarshal more than a dozen angeleno navig valentine' day from earli morn until midnight. three coupl awak together, but each relationship will sputter; are ani worth saving? a grade-school boy want flower for hi first true love; two high school senior plan first-tim sex at noon; a tv sport report get the assign to find romanc in la; a star quarterback contempl hi future; two stranger meet on a plane; grandparents, togeth for years, face a crisis; and, an ""i hate valentine' day"" dinner beckon the lone and the lie to. can cupid finish hi work by midnight? valentine'sday a love story. more or less."
888,6519,The Dukes of Hazzard,"action adventur comedi sheriff farm bikini redneck moonshin johnnyknoxvil seannwilliamscott jessicasimpson willienelson burtreynold m.c.gainey jamesroday davidkoechn michaelweston nikkigriffin jaychandrasekhar cousins, bo and luke duke, with the help of their eye-catch cousin, daisi and moonshine-run uncl jesse, tri and save the famili farm from be destroy by hazzard county' corrupt commissioner, boss hogg. their effort constantli find the 'duke boys' elud author in 'the gener lee', their 1969 orang dodg charger that keep them one step ahead of the dimwit antic of the small southern town' sheriff, rosco p. coltrane. thedukesofhazzard cousins. outlaws. thrillbillies."
890,49520,The Change-Up,"comedi jealousi chanc wish chang manchang co-work body-swap oliviawild ryanreynold jasonbateman lesliemann mirceamonro alanarkin tjhassan gregoryitzin nedschmidtk minglo daviddobkin dave is a marri man with two kid and a love wife , and mitch is a singl man who is at the prime of hi sexual life. one fate night while mitch and dave are pee in a fountain when lightn strikes, they switch bodies. thechange-up who say men can't change?"
891,1850,Man on the Moon,"comedi drama romanc showbusi comedian wrestl jimcarrey courtneylov bobzmuda dannydevito gerrybeck leslielyl greysonerikpendri georgeshapiro vincentschiavelli paulgiamatti milošforman a film about the life and career of the eccentr avant-gard comedian, andi kaufman. manonthemoon hello, my name is andi and thi is my movie."
893,26389,From Paris with Love,"action crime thriller pari cia undercov explos pimp ambassador antihero revel french politician firearm decept carcrash gang johntravolta jonathanrhysmey kasiasmutniak richarddurden bingyin amberroserevah ericgodon françoisbredon chemsdahmani samidarr pierremorel jame rees ha a good job as an ambassador' aid in france, but hi real passion is a side gig, work in a minor role in the cia. he would love to be a full-fledg agent and can't believ hi luck when he land an assign with charli wax. trigger-happi charli soon ha jame cri for hi desk job, but when he learn that the same guy they'r tri to catch are after him, jame realiz that charli may be hi onli hope of survival. frompariswithlov two agents. one city. no merci."
898,18239,The Twilight Saga: New Moon,"adventur fantasi drama romanc moon cinema vampir werewolf fangvamp kristenstewart robertpattinson taylorlautn billyburk ashleygreen jacksonrathbon peterfacinelli elizabethreas kellanlutz nikkire chrisweitz forks, washington resid bella swan is reel from the departur of her vampir love, edward cullen, and find comfort in her friendship with jacob black, a werewolf. but befor she know it, she' thrust into a centuries-old conflict, and her desir to be with edward at ani cost lead her to take greater and greater risks. thetwilightsaga:newmoon the next chapter begins."
899,808,Shrek,"adventur anim comedi famili fantasi magic liber lordship castl robinhood enchant fairy-talefigur princess parodi womandirector ogr mikemy eddiemurphi camerondiaz johnlithgow vincentcassel peterdenni clivepears jimcum bobbyblock chrismil andrewadamson it ain't easi bein' green -- especi if you'r a likabl (albeit smelly) ogr name shrek. on a mission to retriev a gorgeou princess from the clutch of a fire-breath dragon, shrek team up with an unlik compatriot -- a wisecrack donkey. shrek the greatest fairi tale never told."
900,38050,The Adjustment Bureau,"sciencefict thriller romanc hotel dancer hat senat futur honesti plan kiss speech marriag politician alon fate footchas covertag courthous politicalcampaign basedonshortstori mattdamon emilyblunt johnslatteri anthonymacki laurenhodg shanemcra terencestamp michaelkelli lisathoreson florencekastrin georgenolfi a man glimps the futur fate ha plan for him – and choos to fight for hi own destiny. battl the power adjust bureau across, under and through the street of new york, he risk hi destin great to be with the onli woman he' ever loved. theadjustmentbureau fight for your fate."
903,72105,Ted,"comedi fantasi friendship love teddybear toycomestolif wishescometru markwahlberg milakuni sethmacfarlan joelmchal giovanniribisi patrickwarburton mattwalsh jessicabarth aedinminck billsmitrovich sethmacfarlan john bennett, a man whose childhood wish of bring hi teddi bear to life came true, now must decid between keep the relationship with the bear or hi girlfriend, lori. ted ted is coming."
908,37686,Super 8,"thriller sciencefict mysteri 1970 secret alien traincrash pistol firecrack duringcreditssting joelcourtney ellefan rileygriffith kylechandl ryanle roneldard gabrielbasso brucegreenwood noahemmerich ajmichalka j.j.abram in 1979 ohio, sever youngster are make a zombi movi with a super-8 camera. in the midst of filming, the friend wit a horrifi train derail and are lucki to escap with their lives. they soon discov that the catastroph wa no accident, as a seri of unexplain event and disappear soon follows. deputi jackson lamb, the father of one of the kids, search for the terrifi truth behind the crash. super8 it arrives."
909,462,Erin Brockovich,"drama biographi basedontruestori singlemoth waterpollut environmentallaw juliarobert albertfinney aaroneckhart marghelgenberg cherryjon veannecox conchataferrel traceywalt petercoyot erinbrockovich stevensoderbergh a twice-divorc mother of three who see an injustice, take on the bad guy and win -- with a littl help from her push-up bra. erin goe to work for an attorney and come across medic record describ ill cluster in one nearbi town. she start investig and soon expos a monument cover-up. erinbrockovich she brought a small town to it feet and a huge corpor to it knees."
911,187017,22 Jump Street,"crime comedi action highschool undercovercop buddycomedi aftercreditssting duringcreditssting jonahhil channingtatum davefranco icecub nickofferman peterstormar robriggl wyattrussel richardgrieco ambersteven phillord after make their way through high school (twice), big chang are in store for offic schmidt and jenko when they go deep undercov at a local college. but when jenko meet a kindr spirit on the footbal team, and schmidt infiltr the bohemian art major scene, they begin to question their partnership. now they don't have to just crack the case - they have to figur out if they can have a matur relationship. if these two overgrown adolesc can grow from freshmen into real men, colleg might be the best thing that ever happen to them. 22jumpstreet they'r not 21 anymor"
914,302699,Central Intelligence,"action comedi spi cia espionag highschoolreunion referencetofacebook account dwaynejohnson kevinhart amyryan aaronpaul daniellenicolet ryanhansen timothyjohnsmith meganpark thomaskretschmann jasonbateman rawsonmarshallthurb after he reunit with an old pal through facebook, a mild-mann account is lure into the world of intern espionage. centralintellig save the world take a littl hart and a big johnson"
916,274167,Daddy's Home,"comedi daddyshom willferrel markwahlberg lindacardellini thomashadenchurch scarlettestevez owenvaccaro bobbycannaval hannibalburess johncena alessandraambrosio seanand the stori of a mild-mann radio execut (ferrell) who strive to becom the best stepdad ever to hi wife' two children, but complic ensu when their freewheeling, freeload real father arrives, forc stepdad to compet for the affect of the kids. daddy'shom choos your daddi"
917,224141,Into the Woods,"fantasi comedi music witch cinderella princ fairytal music princess sondheim curs basedonstagemus beanstalk duringcreditssting redridinghood merylstreep emilyblunt jamescorden annakendrick chrispin traceyullman christinebaranski johnnydepp lillacrawford danielhuttleston robmarshal in a wood fill with magic and fairi tale characters, a baker and hi wife set out to end the curs put on them by their neighbor, a spite witch. intothewood be care what you wish for..."
918,388,Inside Man,"crime drama thriller bankmanag kidnap nazibackground document ultimatum courtcas heist financialtransact denzelwashington cliveowen jodiefost christopherplumm willemdafo chiwetelejiofor kimdirector jamesranson carlosandrésgómez bernierachel spikele bank robber dalton russel enter a manhattan bank, lock the door and take hostages, work method and without haste. detect frazier is assign to negotiate, but hi mind is occupi with the corrupt charg he is facing. with an armi of polic surround the bank, the thief, the cop and a high-profil 'fixer' enter high-stak negotiations. insideman it look like the perfect bank robbery. but you can't judg a crime by it cover."
921,74465,We Bought a Zoo,"drama comedi famili zoo mattdamon scarlettjohansson thomashadenchurch colinford maggieelizabethjon angusmacfadyen ellefan patrickfugit johnmichaelhiggin stephanieszostak cameroncrow benjamin ha lost hi wife and, in a bid to start hi life over, purchas a larg hous that ha a zoo – welcom news for hi daughter, but hi son is not happi about it. the zoo is need of renov and benjamin set about the work with the head keeper and the rest of the staff, but, the zoo soon run into financi trouble. weboughtazoo a true zoo stori"
